ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Dt_year,Dt_month,Dt_day,Children,IsParent,MntTotal,Age,NumPurchaseTotal,log_Age,log_Recency,log_Income,log_Children,log_MntTotal,log_MntWines,log_MntFruits,log_MntMeatProducts,log_MntFishProducts,log_MntSweetProducts,log_MntGoldProds,log_NumPurchaseTotal
8213,1980,2n Cycle,In a relationship,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,2012,11,9,1,1,96,34,11,3.5553480614894135,4.276666119016055,9.583006768332961,0.6931471805599453,4.574710978503383,1.9459101490553132,1.6094379124341003,2.302585092994046,1.9459101490553132,3.6109179126442243,3.58351893845611,2.4849066497880004
2488,1956,2n Cycle,Single,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,3,23,2,1,64,58,10,4.07753744390572,4.394449154672439,10.354435775246705,1.0986122886681098,4.174387269895637,3.1780538303479458,0.6931471805599453,3.258096538021482,0.0,2.1972245773362196,2.0794415416798357,2.3978952727983707
9999,1965,Graduation,In a relationship,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,2012,9,27,0,0,1040,49,23,3.912023005428146,1.0986122886681098,11.228929922243076,0.0,6.947937068614969,6.415096959171596,4.663439094112067,4.836281906951478,4.927253685157205,3.7612001156935624,3.091042453358316,3.1780538303479458
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,2013,8,15,2,1,163,40,13,3.713572066704308,4.430816798843313,10.654290245584235,1.0986122886681098,5.099866427824199,4.219507705176107,1.791759469228055,4.127134385045092,1.3862943611198906,2.1972245773362196,2.995732273553991,2.6390573296152584
615,1960,Graduation,In a relationship,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,3,11,0,0,343,54,11,4.007333185232471,3.4011973816621555,10.32574422328413,0.0,5.840641657373398,4.189654742026425,3.6109179126442243,4.31748811353631,3.6635616461296463,3.044522437723423,4.709530201312334,2.4849066497880004
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,2013,10,22,3,1,446,59,24,4.0943445622221,2.4849066497880004,10.924534617586627,1.3862943611198906,6.102558594613569,6.0330862217988015,0.0,3.295836866004329,0.0,0.0,1.6094379124341003,3.2188758248682006
194,1965,Graduation,In a relationship,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2014,6,9,2,1,41,49,5,3.912023005428146,4.02535169073515,10.779102112590714,1.0986122886681098,3.7376696182833684,3.1780538303479458,0.0,2.4849066497880004,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.791759469228055
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,2012,8,30,1,1,70,42,9,3.7612001156935624,2.995732273553991,10.211486825750804,0.6931471805599453,4.2626798770413155,2.995732273553991,1.3862943611198906,3.295836866004329,2.3978952727983707,2.302585092994046,1.3862943611198906,2.302585092994046
8890,1971,PhD,Single,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,2014,5,30,2,1,272,43,14,3.784189633918261,0.6931471805599453,11.094511886075637,1.0986122886681098,5.60947179518496,5.049856007249537,2.0794415416798357,4.394449154672439,2.6390573296152584,2.0794415416798357,2.3978952727983707,2.70805020110221
5049,1974,PhD,In a relationship,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,2013,6,6,1,1,46,40,6,3.713572066704308,2.995732273553991,10.320617692174796,0.6931471805599453,3.8501476017100584,2.70805020110221,0.0,3.2188758248682006,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.9459101490553132
9973,1963,Graduation,In a relationship,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,2012,10,17,2,1,490,51,19,3.9512437185814275,3.367295829986474,10.828500138222152,1.0986122886681098,6.19644412779452,5.916202062607435,2.302585092994046,4.532599493153256,1.9459101490553132,2.302585092994046,1.6094379124341003,2.995732273553991
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,2012,11,17,1,1,79,32,8,3.4965075614664802,4.343805421853684,10.069722070677152,0.6931471805599453,4.382026634673881,1.6094379124341003,3.1354942159291497,2.4849066497880004,1.3862943611198906,2.0794415416798357,3.4965075614664802,2.1972245773362196
10882,1976,Graduation,In a relationship,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,2012,11,9,1,1,915,38,17,3.6635616461296463,3.9318256327243257,10.894124799538938,0.6931471805599453,6.82001636467413,6.0112671744041615,3.9889840465642745,5.402677381872279,4.07753744390572,5.017279836814924,3.295836866004329,2.8903717578961645
7030,1955,PhD,In a relationship,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,2013,3,30,1,1,1485,59,35,4.0943445622221,0.6931471805599453,11.104445817701192,0.6931471805599453,7.303843225277705,7.0909098220799835,0.0,5.3230099791384085,3.6635616461296463,3.4011973816621555,2.70805020110221,3.58351893845611
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,2012,8,22,1,1,369,27,16,3.332204510175204,4.51085950651685,10.756284550625612,0.6931471805599453,5.91350300563827,4.454347296253507,3.8066624897703196,4.007333185232471,4.634728988229636,4.3694478524670215,1.9459101490553132,2.833213344056216
3523,1962,Graduation,In a relationship,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,2013,1,23,1,1,1073,52,19,3.970291913552122,4.430816798843313,11.226216252470039,0.6931471805599453,6.97914527506881,6.369900982828227,3.5553480614894135,5.736572297479192,0.0,3.1354942159291497,4.836281906951478,2.995732273553991
7106,1943,PhD,In a relationship,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,2014,3,31,0,0,1242,71,19,4.276666119016055,4.30406509320417,11.236723905181373,0.0,7.1252830915107115,6.182084906716632,0.0,6.3835066348840055,5.056245805348308,0.0,2.5649493574615367,2.995732273553991
6504,1975,2n Cycle,In a relationship,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,2013,11,20,1,1,78,39,9,3.6888794541139363,3.2188758248682006,9.892932038596612,0.6931471805599453,4.3694478524670215,1.0986122886681098,1.791759469228055,2.302585092994046,3.367295829986474,1.9459101490553132,3.367295829986474,2.302585092994046
5067,1994,Graduation,In a relationship,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,2014,2,14,0,0,1378,20,21,3.044522437723423,2.4849066497880004,11.291467991427675,0.0,7.229113877793302,6.874198495453294,3.295836866004329,5.645446897643238,3.970291913552122,3.295836866004329,3.295836866004329,3.091042453358316
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,2013,2,22,0,0,1474,33,26,3.5263605246161616,3.5263605246161616,11.41933979733965,0.0,7.29641326877392,6.71295620067707,4.74493212836325,4.6913478822291435,5.19295685089021,4.927253685157205,4.74493212836325,3.295836866004329
8581,1971,Master,In a relationship,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,2013,3,5,2,1,751,43,29,3.784189633918261,1.6094379124341003,10.809849153332399,1.0986122886681098,6.62273632394984,6.405228458030842,0.0,4.61512051684126,2.995732273553991,0.0,3.367295829986474,3.4011973816621555
5929,1973,PhD,In a relationship,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014,5,6,1,1,48,41,7,3.7376696182833684,2.70805020110221,10.529479457908666,0.6931471805599453,3.8918202981106265,2.995732273553991,1.3862943611198906,2.995732273553991,1.3862943611198906,0.6931471805599453,1.3862943611198906,2.0794415416798357
3129,1983,Graduation,In a relationship,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,5,22,1,1,45,31,6,3.4657359027997265,3.4339872044851463,10.312180777995717,0.6931471805599453,3.828641396489095,1.791759469228055,1.3862943611198906,2.4849066497880004,2.5649493574615367,1.791759469228055,2.302585092994046,1.9459101490553132
6528,1982,Master,In a relationship,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,6,5,1,1,10,32,4,3.4965075614664802,4.330733340286331,9.825147561084876,0.6931471805599453,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.6094379124341003
1361,1974,Master,In a relationship,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,2013,6,4,0,0,1435,40,16,3.713572066704308,3.295836866004329,11.32158334495519,0.0,7.269616749608169,6.981934677156389,4.23410650459726,4.6443908991413725,3.4011973816621555,4.5217885770490405,4.23410650459726,2.833213344056216
6932,1941,PhD,In a relationship,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,2013,4,13,0,0,2119,73,22,4.30406509320417,4.356708826689592,11.440655802090147,0.0,7.659171367666058,7.1592919047975645,3.7612001156935624,6.57507584059962,4.02535169073515,0.0,3.091042453358316,3.1354942159291497
7284,1953,Graduation,In a relationship,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,12,4,3,1,20,61,4,4.127134385045092,2.1972245773362196,10.793167332983991,1.3862943611198906,3.044522437723423,2.3978952727983707,0.0,2.0794415416798357,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003
1340,1986,Graduation,In a relationship,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,2014,4,24,0,0,1795,28,27,3.367295829986474,3.7612001156935624,11.439397324681515,0.0,7.493317248862145,6.313548046277095,4.927253685157205,6.675823221634848,5.19295685089021,4.6443908991413725,3.5263605246161616,3.332204510175204
8746,1989,Graduation,In a relationship,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,2014,4,5,1,1,1188,25,19,3.258096538021482,3.367295829986474,11.231013380740361,0.6931471805599453,7.080867896690782,6.68586094706836,0.0,5.697093486505405,0.0,3.5553480614894135,4.060443010546419,2.995732273553991
5987,1989,2n Cycle,In a relationship,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,5,4,1,1,43,25,7,3.258096538021482,3.970291913552122,9.250041738827735,0.6931471805599453,3.784189633918261,1.0986122886681098,1.0986122886681098,2.4849066497880004,2.3978952727983707,1.9459101490553132,2.5649493574615367,2.0794415416798357
3767,1968,Graduation,In a relationship,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,2013,4,25,1,1,1008,46,24,3.8501476017100584,0.6931471805599453,11.023779790196127,0.6931471805599453,6.9167150203536085,5.937536205082426,0.0,5.247024072160486,4.584967478670572,5.153291594497779,5.153291594497779,3.2188758248682006
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,2013,5,9,0,0,1688,53,16,3.9889840465642745,0.6931471805599453,11.348828820946935,0.0,7.4318919168078,7.130098510125578,2.833213344056216,5.857933154483459,3.784189633918261,2.833213344056216,2.833213344056216,2.833213344056216
4324,1989,Graduation,In a relationship,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,2012,10,29,1,1,684,25,21,3.258096538021482,3.7612001156935624,10.654620582294726,0.6931471805599453,6.529418838262226,5.4638318050256105,0.0,5.4638318050256105,2.995732273553991,1.6094379124341003,5.2574953720277815,3.091042453358316
238,1967,2n Cycle,In a relationship,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2013,1,23,2,1,1082,47,39,3.871201010907891,4.343805421853684,11.117064093004759,1.0986122886681098,6.9874902470009905,6.246106765481563,3.871201010907891,5.204006687076795,5.0106352940962555,4.564348191467836,4.564348191467836,3.6888794541139363
6694,1964,Graduation,In a relationship,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,2013,11,25,1,1,1068,50,25,3.9318256327243257,3.332204510175204,11.228398410211748,0.6931471805599453,6.974478911025045,6.0844994130751715,4.204692619390966,5.993961427306569,2.5649493574615367,3.6635616461296463,4.74493212836325,3.258096538021482
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,2,2,1,1,57,44,7,3.8066624897703196,3.367295829986474,10.30948585180595,0.6931471805599453,4.060443010546419,3.258096538021482,0.0,3.1354942159291497,1.0986122886681098,1.3862943611198906,1.791759469228055,2.0794415416798357
9347,1956,Master,In a relationship,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013,6,21,1,1,46,58,5,4.07753744390572,3.912023005428146,10.838482269204055,0.6931471805599453,3.8501476017100584,3.4657359027997265,0.0,2.0794415416798357,1.0986122886681098,0.0,1.9459101490553132,1.791759469228055
9699,1966,Graduation,Single,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,2013,12,21,1,1,733,48,23,3.8918202981106265,2.5649493574615367,11.116514246427819,0.6931471805599453,6.598509028614515,5.8805329864007,3.58351893845611,5.605802066295998,3.367295829986474,3.367295829986474,2.70805020110221,3.1780538303479458
10664,1949,Master,Single,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,2013,9,7,1,1,467,65,17,4.189654742026425,2.70805020110221,10.84991944132227,0.6931471805599453,6.148468295917647,5.993961427306569,1.6094379124341003,3.58351893845611,1.9459101490553132,0.0,3.1354942159291497,2.8903717578961645
5455,1971,PhD,In a relationship,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,2013,8,22,1,1,122,43,10,3.784189633918261,4.499809670330265,10.373866111486937,0.6931471805599453,4.812184355372417,4.605170185988092,0.0,2.772588722239781,1.0986122886681098,0.6931471805599453,1.791759469228055,2.3978952727983707
456,1986,2n Cycle,In a relationship,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,2,7,1,1,36,28,7,3.367295829986474,4.574710978503383,8.922791623969637,0.6931471805599453,3.6109179126442243,0.6931471805599453,2.4849066497880004,1.791759469228055,1.6094379124341003,1.9459101490553132,2.302585092994046,2.0794415416798357
5012,1989,Graduation,In a relationship,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,7,4,1,1,34,25,5,3.258096538021482,4.04305126783455,10.264373617246324,0.6931471805599453,3.5553480614894135,1.791759469228055,1.6094379124341003,2.6390573296152584,2.1972245773362196,0.0,1.6094379124341003,1.791759469228055
7495,1948,PhD,In a relationship,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,2013,12,20,1,1,156,66,10,4.204692619390966,4.290459441148391,10.937098990986824,0.6931471805599453,5.056245805348308,4.356708826689592,3.367295829986474,3.4657359027997265,2.833213344056216,0.0,1.6094379124341003,2.3978952727983707
5029,1946,Graduation,In a relationship,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013,8,6,0,0,14,68,4,4.23410650459726,2.70805020110221,9.803722464346553,0.0,2.70805020110221,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.6094379124341003
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,12,30,1,1,37,25,5,3.258096538021482,2.6390573296152584,10.318242707551384,0.6931471805599453,3.6375861597263857,2.3978952727983707,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,0.6931471805599453,1.791759469228055
2106,1974,2n Cycle,In a relationship,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014,3,17,0,0,34,40,5,3.713572066704308,4.605170185988092,9.910016194498828,0.0,3.5553480614894135,0.0,1.9459101490553132,1.3862943611198906,2.0794415416798357,1.9459101490553132,2.5649493574615367,1.791759469228055
10364,1959,Graduation,Single,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,7,13,0,0,20,55,4,4.02535169073515,4.290459441148391,10.056036950996413,0.0,3.044522437723423,0.0,0.0,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.791759469228055,1.6094379124341003
5954,1972,Master,Single,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,2013,10,9,1,1,192,42,11,3.7612001156935624,4.532599493153256,10.66005544221451,0.6931471805599453,5.262690188904886,4.343805421853684,2.70805020110221,4.31748811353631,2.6390573296152584,1.791759469228055,2.3978952727983707,2.4849066497880004
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,2013,12,29,0,0,1379,50,17,3.9318256327243257,4.477336814478207,11.305249176433387,0.0,7.22983877815125,5.988961416889864,5.25227342804663,6.2878585601617845,4.127134385045092,5.056245805348308,3.6375861597263857,2.8903717578961645
2541,1976,Graduation,In a relationship,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,6,9,1,1,48,38,7,3.6635616461296463,2.0794415416798357,10.086975095970052,0.6931471805599453,3.8918202981106265,2.70805020110221,2.0794415416798357,2.4849066497880004,2.4849066497880004,0.0,1.791759469228055,2.0794415416798357
1142,1953,PhD,In a relationship,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,2013,12,22,1,1,428,61,16,4.127134385045092,4.5217885770490405,10.927879042172982,0.6931471805599453,6.061456918928017,5.342334251964811,2.0794415416798357,4.418840607796598,3.4339872044851463,4.204692619390966,3.58351893845611,2.833213344056216
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,2013,5,2,1,1,868,59,27,4.0943445622221,4.276666119016055,10.967508396434619,0.6931471805599453,6.767343125265392,6.066108090103747,2.833213344056216,5.777652323222656,3.784189633918261,3.2188758248682006,3.5263605246161616,3.332204510175204
2807,1969,Graduation,In a relationship,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,2013,2,16,1,1,1001,45,27,3.828641396489095,3.2188758248682006,10.947238786412973,0.6931471805599453,6.90975328164481,6.48768401848461,3.6635616461296463,5.087596335232384,4.143134726391533,3.871201010907891,3.6375861597263857,3.332204510175204
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,2013,10,17,1,1,59,43,7,3.784189633918261,2.8903717578961645,10.497670384943484,0.6931471805599453,4.0943445622221,2.70805020110221,1.0986122886681098,3.4339872044851463,2.1972245773362196,1.0986122886681098,1.3862943611198906,2.0794415416798357
6131,1980,2n Cycle,In a relationship,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2013,12,1,2,1,431,34,16,3.5553480614894135,4.477336814478207,11.168037918747668,1.0986122886681098,6.068425588244111,4.955827057601261,4.2626798770413155,4.672828834461906,4.290459441148391,2.995732273553991,3.1780538303479458,2.833213344056216
6233,1976,Graduation,In a relationship,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,2012,9,7,1,1,971,38,27,3.6635616461296463,3.091042453358316,11.097288801540568,0.6931471805599453,6.879355804460439,6.230481447578482,2.995732273553991,5.8998973535824915,3.258096538021482,3.871201010907891,2.302585092994046,3.332204510175204
4148,1972,Graduation,In a relationship,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,2012,8,20,3,1,348,42,19,3.7612001156935624,4.51085950651685,10.571034834045788,1.3862943611198906,5.855071922202427,5.10594547390058,3.2188758248682006,4.6443908991413725,2.5649493574615367,1.3862943611198906,3.7612001156935624,2.995732273553991
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2012,9,15,0,0,2059,48,24,3.8918202981106265,3.8066624897703196,11.402809214265503,0.0,7.630461261783627,6.408528791059498,3.2188758248682006,6.882437470997847,5.288267030694535,5.272999558563747,4.174387269895637,3.2188758248682006
3225,1984,Master,In a relationship,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,2013,4,1,1,1,265,30,14,3.4339872044851463,4.276666119016055,10.65036505551704,0.6931471805599453,5.583496308781699,4.762173934797756,2.4849066497880004,4.290459441148391,1.3862943611198906,2.8903717578961645,3.8501476017100584,2.70805020110221
7540,1952,Graduation,In a relationship,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,2014,5,25,1,1,270,62,13,4.143134726391533,3.970291913552122,10.825780236605917,0.6931471805599453,5.602118820879701,4.969813299576001,2.772588722239781,4.110873864173311,3.2188758248682006,3.1780538303479458,1.791759469228055,2.6390573296152584
10648,1982,2n Cycle,In a relationship,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,2012,9,25,0,0,1289,32,19,3.4965075614664802,4.3694478524670215,11.107435356549558,0.0,7.162397497355718,5.988961416889864,4.574710978503383,6.104793232414985,5.3981627015177525,4.574710978503383,3.4965075614664802,2.995732273553991
1992,1964,Graduation,In a relationship,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,2014,1,1,1,1,893,50,16,3.9318256327243257,1.0986122886681098,11.012017168212456,0.6931471805599453,6.795705775173514,6.259581464064923,0.0,5.552959584921617,3.4965075614664802,2.833213344056216,4.204692619390966,2.833213344056216
7851,1949,Graduation,Single,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013,9,22,0,0,926,65,22,4.189654742026425,4.110873864173311,11.158619142203678,0.0,6.831953565565855,5.087596335232384,0.0,5.537334267018537,5.298317366548036,5.2574953720277815,4.812184355372417,3.1354942159291497
8594,1958,PhD,Single,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,2014,1,28,1,1,135,56,9,4.04305126783455,3.258096538021482,10.83014437040946,0.6931471805599453,4.912654885736052,4.727387818712341,0.0,1.9459101490553132,1.0986122886681098,0.6931471805599453,2.70805020110221,2.302585092994046
7059,1963,Graduation,In a relationship,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,2014,6,26,0,0,1495,51,19,3.9512437185814275,3.871201010907891,11.291343194222971,0.0,7.310550158534422,6.182084906716632,4.442651256490317,5.988961416889864,5.327876168789581,4.442651256490317,5.488937726156687,2.995732273553991
2815,1975,Graduation,In a relationship,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,2014,2,24,1,1,120,39,9,3.6888794541139363,3.8501476017100584,10.409823111029255,0.6931471805599453,4.795790545596741,2.0794415416798357,1.791759469228055,3.6888794541139363,2.8903717578961645,2.772588722239781,3.6375861597263857,2.302585092994046
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,2014,3,3,0,0,1288,45,20,3.828641396489095,4.430816798843313,11.106204568690059,0.0,7.161622002939187,6.672032945461067,3.258096538021482,6.042632833682381,2.833213344056216,3.6635616461296463,0.0,3.044522437723423
7999,1955,PhD,In a relationship,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,2013,4,23,0,0,1743,59,17,4.0943445622221,2.8903717578961645,11.22873063833592,0.0,7.463936604468925,7.122866658599083,2.8903717578961645,6.025865973825314,3.1780538303479458,3.5553480614894135,2.8903717578961645,2.8903717578961645
9213,1970,Graduation,Single,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012,10,31,1,1,15,44,4,3.8066624897703196,2.6390573296152584,10.369765500040804,0.6931471805599453,2.772588722239781,1.6094379124341003,0.6931471805599453,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,1.6094379124341003
9697,1951,Graduation,In a relationship,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2014,3,6,2,1,542,63,20,4.1588830833596715,4.465908118654584,10.892861445910619,1.0986122886681098,6.297109319933935,5.817111159963204,3.7612001156935624,4.852030263919617,3.367295829986474,1.791759469228055,1.791759469228055,3.044522437723423
3916,1971,PhD,In a relationship,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,2012,8,15,1,1,890,43,25,3.784189633918261,4.532599493153256,10.805070655538008,0.6931471805599453,6.792344427470809,6.461468176353717,2.1972245773362196,5.117993812416755,2.4849066497880004,2.1972245773362196,4.07753744390572,3.258096538021482
2021,1975,Graduation,In a relationship,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,2013,3,27,1,1,1388,39,33,3.6888794541139363,3.871201010907891,11.02609302225752,0.6931471805599453,7.236339342754344,6.335054251498059,4.343805421853684,5.953243334287785,4.442651256490317,5.262690188904886,4.499809670330265,3.5263605246161616
